"Facility Type","Facility Number","Facility Name","Licensee","Facility Email","Facility Administrator","Facility Telephone Number","Facility Address","Facility City","Facility State","Facility Zip","County Name","Regional Office","Facility Capacity","Facility Status","License First Date","Closed Date","Last Visit Date","Inspection Visits","Complaint Visits","Other Visits","Total Visits","Citation Numbers","POC Dates","All Visit Dates","Inspection Visit Dates","Inspect TypeA","Inspect TypeB","Other Visit Dates","Other TypeA","Other TypeB","Complaint Info- Date, #Sub Aleg, # Inc Aleg, # Uns Aleg, # TypeA, # TypeB ..."
"HOME CARE","364700149","2BME HOME CARE LLC","2BME HOME CARE LLC","GELE@2BMEHOMECARE.COM","MARIE GELE FERNANDEZ","(909) 787-6297","11175 AZUSA CT. #110","RANCHO CUCAMONGA","CA","91730","SAN BERNARDINO","47","","LICENSED","10/4/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700798","3 STARS & THE SUN HOME CARE AGENCY, LLC","3 STARS & THE SUN HOME CARE AGENCY, LLC","3STARSANDTHESUNHOMECAREAGENCY@GMAIL.COM","TAYOTO, ANDY","(310) 497-1288","274 S LA FAYETTE PARK PL 138","LOS ANGELES","CA","90057","LOS ANGELES","47","","LICENSED","12/21/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700265","360 CAREGIVERS HOME AGENCY LLC","360 CAREGIVERS HOME AGENCY LLC","2ARASHSHARIFI@GMAIL.COM","SHARIFI, ARASH","(619) 519-4902","15870 CAMINO SAN BERNARDO #133","SAN DIEGO","CA","92127","SAN DIEGO","47","","CLOSED","2/25/2021","2/25/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700186","365 HOMECARE","HAILLE INCORPORATED","365INHOMECARE@GMAIL.COM","ABDIKARIM HUSSEIN","(619) 741-8802","7484 UNIVERSITY AVE., STE 340","LA MESA","CA","91942","SAN DIEGO","47","","CLOSED","1/24/2017","1/24/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700095","4EVER YOUNG LIVING LLC","4EVER YOUNG LIVING LLC","INFO@4EVERYOUNGLIVING.COM","KHETARPAL, REEMA","(949) 514-4635","7 WOODLAND DR.","IRVINE","CA","92604","ORANGE","47","","LICENSED","6/7/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","524700002","530 HOME CARE","530 HOME CARE","LACEYSLILLEARNERS@GMAIL.COM","RYAN TWEEDT","(530) 604-1475","14850 MOLLUC DR","RED BLUFF","CA","96080","TEHAMA","47","","CLOSED","6/19/2018","3/26/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700110","6EMS LLC","6EMS LLC","MELISSAJRICK@GMAIL.COM","MELCZER, ROSS","(702) 505-5515","50 MOUNDS RD 506","SAN MATEO","CA","94402","SAN MATEO","47","","LICENSED","9/8/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700114","7ELITES HOMECARE LLC","7ELITES HOMECARE LLC","INFO@7ELITESHOMECARE.COM","FREAIS, HEILALA","(510) 861-4277","2 EMMA PLACE","SACRAMENTO","CA","95835","SACRAMENTO","47","","LICENSED","3/30/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","424700020","805 ANGELS, LLC DBA VISITING ANGELS OF SANTA BARBA","805 ANGELS, LLC","ESTORZ@VISITINGANGELS.COM","TULLY-ROOS, LYDIA","(805) 284-0221","5565 CARPINTERIA AVE, STE. 1","CARPINTERIA","CA","93013","SANTA BARBARA","47","","LICENSED","8/30/2016","","4/25/2023","1","0","0","1","1796.42 (e), 1796.44, 1796.45","05/26/2023, 05/26/2023, 05/09/2023","04/25/2023","04/25/2023","3","0","","0","0","No Complaints"
"HOME CARE","194700228","90210 LOVE & CARE, INC.","90210 LOVE & CARE, INC","INFO@90210LOVECARE.COM","MELISSA ORWASHER","(310) 278-8682","9454 WILSHIRE BLVD. STE. 320","BEVERLY HILLS","CA","90212","LOS ANGELES","47","","LICENSED","6/17/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700048","A-1 HOME CARE AGENCY INC.","A-1 HOME CARE AGENCY INC.","INFO@A-1HOMECARE.COM","SUZETTE D. DAGDAGAN","(562) 929-8400","15111 WHITTIER BLVD STE 360","WHITTIER","CA","90603","ORANGE","47","","LICENSED","6/29/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700344","A-1 HOMECARE","SHEILA LANHAM ENTERPRISES, INC.","A1CARE2001@GMAIL.COM","LANHAM, DAVID","(949) 338-4257","12 CALLE CASTILLO","SAN CLEMENTE","CA","92673","ORANGE","47","","LICENSED","12/28/2021","","","1","0","0","1","","","07/11/2023","07/11/2023","0","0","","0","0","No Complaints"
"HOME CARE","344700095","A-PLUS CAREGIVING","A PLUS CAREGIVING LLC","AVBUCA09@GMAIL.COM","VAKALOLOMA, AMINIASI","(916) 300-8718","6241 TEMPLETON DRIVE","CARMICHAEL","CA","95608","SACRAMENTO","47","","CLOSED","8/12/2021","8/12/2023","12/22/2021","1","0","0","1","","","12/22/2021","12/22/2021","0","0","","0","0","No Complaints"
"HOME CARE","104700007","A-PLUS IN HOME CARE","LYLE FESTER, INC.","MARY@A-PLUSINHOMECARE.COM","MARY CLARK-FESTER","(559) 224-9442","5150 N. 6TH STREET #111","FRESNO","CA","93710","FRESNO","47","","LICENSED","6/13/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700270","A AND B QUALITY HOME CARE, INC.","A AND B QUALITY HOME CARE INC.","ABQUALITYHOMECARE.INC@GMAIL.COM","SALONGA, MARK CARLO","(818) 634-4388","16909 PARTHENIA ST STE 102A","NORTH HILLS","CA","91343","LOS ANGELES","47","","LICENSED","6/7/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700124","A BASTION HOME CARE INC","A BASTION HOME CARE INC","1026INC@GMAIL.COM","POWSER, HOLLY","(909) 266-6313","28935 GLENROCK PL","HIGHLAND","CA","92346","SAN BERNARDINO","47","","LICENSED","3/1/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700009","A BETTER CHOICE, INC.","A BETTER CHOICE, INC.","MAT@ABCYOURCARE.COM","MARY ANN THODE","(925) 310-4455","1280 CENTRAL BLVD STE H","BRENTWOOD","CA","94513","CONTRA COSTA","47","","CLOSED","6/6/2016","3/31/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700124","A BETTER SOLUTION  IN HOME CARE INLAND EMPIRE","ABSIHC, INC.","DLYELL@ABSIHC.COM","MALAYVONNE TRAVIS","(951) 532-8648","4804 ARLINGTON AVE UNIT B","RIVERSIDE","CA","92504","RIVERSIDE","47","","LICENSED","3/1/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700741","A BETTER SOLUTION IN HOME CARE","RES2020, INC.","DANA@ABSIHC.COM","DANA RISSLEY","(626) 427-0833","2130 HUNTINGTON DR SUITE 311","SOUTH PASADENA","CA","91030","LOS ANGELES","47","","CLOSED","3/11/2021","3/11/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700247","A BETTER SOLUTION IN HOME CARE","TRUSTED PARTNERS LLC","","ANTONY CELLETTI","(877) 585-9011","10990 WARNER AVE., SUITE G","FOUNTAIN VALLEY","CA","92708","ORANGE","47","","CLOSED","10/23/2018","10/23/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","544700009","A BETTER SOLUTION IN HOME CARE","OPTIMAL CHOICE AND PROFESSIONAL SERVICES INC","WHITNEY@ABSIHC.COM","WONG, WHITNEY","(661) 431-3544","3027 W CECIL AVE","VISALIA","CA","93291","TULARE","47","","CLOSED","8/27/2020","11/5/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700646","A BETTER SOLUTION IN HOME CARE","PHENIX HEALTH GROUP, INC.","KARINE@ABSIHC.COM","KARINE YAZIDZHYAN","(818) 538-7776","18075 VENTURA BLVD STE 228","ENCINO","CA","91316","LOS ANGELES","47","","CLOSED","8/1/2019","10/12/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700235","A BETTER SOLUTION IN HOME CARE","SOUTH COUNTY DIGNIFIED CARE, INC.","BENGEL@ABSIH.COM","ENGEL, SHERI","(949) 637-5506","999 CORPORATE DR STE 100","LADERA RANCH","CA","92694","ORANGE","47","","CLOSED","9/13/2018","9/13/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700239","A BETTER SOLUTION IN HOME CARE","KANPRA LLC","NEELAM@ABSIHC.COM","NEELAM KAUL","(760) 500-0028","316 SOUTH MELROSE DR., STE 107","VISTA","CA","92081","SAN DIEGO","47","","CLOSED","7/12/2019","9/12/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700089","A BETTER SOLUTION IN HOME CARE","HORIZON CARE LLC","AILEEN@ABSIHC.COM","GARCIA, AILEEN","(626) 634-8064","12831 BRYANT ST.","YUCAIPA","CA","92399","SAN BERNARDINO","47","","CLOSED","9/30/2019","1/24/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700074","A BETTER SOLUTION IN HOME CARE","TURNANDCO, LLC","IBUISSON@ABSIHC.COM","ISABELLE COLETTE BUISSON","(909) 736-5535","5050 PALO VERDE ST STE 123","MONTCLAIR","CA","91763","SAN BERNARDINO","47","","CLOSED","4/20/2018","9/30/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700554","A BETTER SOLUTION IN HOME CARE","FA BROTHERHOOD, INC.","JESKILZ@GMAIL.COM","HAMANI, JESSICA ZAHRA","(818) 441-2770","11978 SHOSHONE AVE","GRANADA HILLS","CA","91344","LOS ANGELES","47","","CLOSED","2/19/2019","8/1/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700214","A BETTER SOLUTION IN HOME CARE","CHUGACH LLC","","BRIAN C PHILLIPS","(760) 500-0028","5465 WOLVERINE TERRACE","CARLSBAD","CA","92010","SAN DIEGO","47","","CLOSED","9/13/2018","7/12/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","104700052","A BETTER SOLUTION IN HOME CARE","OPTIMAL CHOICE AND PROFESSIONAL SERVICES INC","WHITNEY@ABSIHC.COM","WONG, WHITNEY","(559) 422-0036","5528 N. PALM AVE., SUITE 115","FRESNO","CA","93704","FRESNO","47","","LICENSED","8/27/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700700","A BETTER SOLUTION IN HOME CARE","SCHNAPPI CARES INC","BURBANK@ABSIHC.COM","MEJIA, AKIRA","(818) 826-2199","250 E OLIVE AVE, STE 204E","BURBANK","CA","91502","LOS ANGELES","47","","LICENSED","10/14/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700288","A BETTER SOLUTION IN HOME CARE","FHAE LLC","ABSNORTHSD@ABSIHC.COM","HERNANI, HEATHER","(877) 585-9011","145 VALLECITOS DE ORO STE 205","SAN MARCOS","CA","92069","SAN DIEGO","47","","LICENSED","10/22/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700675","A BETTER SOLUTION IN HOME CARE","HORIZON CARE LLC","AILEEN@ABSIHC.COM","GARCIA, AILEEN","(323) 228-8777","100 N BARRANCA STE #715","WEST COVINA","CA","91791","LOS ANGELES","47","","LICENSED","10/1/2019","","10/18/2022","1","0","0","1","","","10/18/2022","10/18/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700999","A BETTER SOLUTION IN HOME CARE - REDONDO","AL-MUSTAFA, INC.","REDONDO@ABSIHC.COM","BUSHRA KHAN","(424) 262-7500","18763 CEDAR CREST DR.","SANTA CLARITA","CA","91387","LOS ANGELES","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700091","A BETTER SOLUTION IN HOME CARE INLAND EMPIRE","DAVID LYELL","DLYELL@ABSIHC.COM","DAVID LYELL","(951) 283-0010","22409 SCARLET SAGE WAY","MORENO VALLEY","CA","92557","RIVERSIDE","47","","CLOSED","3/1/2017","3/1/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700396","A BETTER SOLUTION IN HOME CARE OF SOUTH ORANGE","ABS 24K OF OC, LLC","SOUTHOC@ABSIHC.COM","NAPOLEON MACAHILIG","(949) 245-6869","5001 BIRCH ST. #37","NEWPORT BEACH","CA","92660","ORANGE","47","","LICENSED","9/26/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700061","A BETTER SOLUTION IN HOME CARE, INC","A BETTER SOLUTION IN HOME CARE, INC.","SANDIEGO@ABSIHC.COM","KURT BUSKE","(619) 585-9011","8929 COMPLEX DR, 2ND FLOOR","SAN DIEGO","CA","92123","SAN DIEGO","47","","LICENSED","6/28/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700062","A CARE BEYOND MEASURE","Q Z ENTERPRISES CORP.","CAREBEYONDMEASURE@GMAIL.COM","SANTAYANA, CECILIA","(714) 448-4958","2817 MUIR TRAIL DR","FULLERTON","CA","92833","ORANGE","47","","CLOSED","6/18/2016","4/13/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700279","A CARE BEYOND MEASURE","Q Z ENTERPRISES CORP.","CAREBEYONDMEASURE@GMAIL.COM","SANTAYANA, CECILIA","(800) 486-4431","1724 DOWNS ST","OCEANSIDE","CA","92054","SAN DIEGO","47","","LICENSED","6/18/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700544","A CARE COMPANY","A CARE COMPANY, LLC","HELLO@ACARECOMPANY.COM","DONNA FARKAS","(310) 993-4687","18028 1/2 VENTURA BLVD","ENCINO","CA","91316","LOS ANGELES","47","","CLOSED","7/13/2018","7/13/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700057","A CARING HEART SENIOR CARE INC","A CARING HEART SENIOR CARE INC","ADMIN@ACHHOMECARE.COM","MONICA ALLAN","(619) 585-1877","371 E. MILLAN ST, #5","CHULA VISTA","CA","91910","SAN DIEGO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","394700032","A CARING LIFE HOME CARE INC.","A CARING LIFE HOME CARE INC","ACARINGHEART13@GMAIL.COM","TAULEEN KAUR","(510) 908-0090","35 E 10TH ST. STE E-2","TRACY","CA","95376","SAN JOAQUIN","47","","CLOSED","5/26/2021","6/21/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700501","A CARING PLACE LLC","A CARING PLACE LLC","ACARINGPLACELLC.INFO@GMAIL.COM","MARIA CHICO HERNANDEZ","(626) 921-4584","171 N. ALTADENA DRIVE, #275","PASADENA","CA","91107","LOS ANGELES","47","","LICENSED","4/19/2018","","3/4/2022","1","0","0","1","1796.37, 1796.23 (a), 1796.42(a)(1), 1796.23, 1796.44, 1796.45","04/15/2022, 04/15/2022, 04/15/2022, 04/15/2022, 04/14/2022, 04/15/2022","03/04/2022","03/04/2022","0","0","","0","6","No Complaints"
"HOME CARE","374700013","A CARING TOUCH HOME CARE","A CARING TOUCH HOME CARE LLC","INFO@CAREOFTOUCH.COM","ERIKA MONTIEL","(619) 333-2157","2555 CAMINO DEL RIO S STE 210","SAN DIEGO","CA","92108","SAN DIEGO","47","","LICENSED","6/20/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700076","A CARINGTOUCH CARE SERVICES, INC.","A CARINGTOUCH CARE SERVICES, INC.","CSWETICH834@GMAIL.COM","SWETICH, CORRIE","(888) 558-5518","1255 W COLTON AVE., STE 567","REDLANDS","CA","92374","SAN BERNARDINO","47","","LICENSED","8/6/2018","8/6/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700159","A COMFORT LIVING CARE, INC.","A COMFORT LIVING CARE, INC.","BLULU08@YAHOO.COM","HEMWAY, PARALUMAN S.","(714) 520-9816","401 N. BROOKHURST ST. STE 210","ANAHEIM","CA","92801","ORANGE","47","","CLOSED","6/30/2016","9/24/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700195","A CONCIERGE HOMECARE","A CONCIERGE HOMECARE","INFO@MYCONCIERGEHOMECARE.COM","KUO, CHRISTINE","(858) 997-5807","5715 ERLANGER ST.","SAN DIEGO","CA","92122","SAN DIEGO","47","","LICENSED","9/5/2017","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700296","A DIGNIFIED IN HOME CARE, INC.","A DIGNIFIED IN HOME CARE, INC.","DIGNIFIEDINHOMECARE@GMAIL.COM","FERRER, MARI ROSE","(619) 208-7565","2560 CATAMARAN WAY SUITE 8","CHULA VISTA","CA","91914","SAN DIEGO","47","","LICENSED","12/23/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700051","A FAMILY HOME CARE","FAMILY HOME CARE, INC.","JONO@FAMILYINHOMECARE.COM","JONATHAN IRISH","(805) 458-0002","15615 ALTON PKWY STE 450","IRVINE","CA","92618","ORANGE","47","","LICENSED","6/27/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700328","A FRIEND AT HOME, LLC","A FRIEND AT HOME, LLC","ASHLEY.VANDENK@GMAIL.COM","ASHLEY VAN DEN KERKHOF","(760) 932-4884","7784 CORTE PROMENADE","CARLSBAD","CA","92009","SAN DIEGO","47","","LICENSED","8/28/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700279","A GRACEFUL WAY, LLC","A GRACEFUL WAY LLC","AGRACEFULWAY@GMAIL.COM","RYAN REEDOM","(310) 857-9644","6307 5TH AVE.","LOS ANGELES","CA","90043","LOS ANGELES","47","","LICENSED","6/9/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","094700013","A HAND AT HOME","A HAND AT HOME INC.","JANNA@AHANDATHOME.NET","EVELYN C GASPER","(530) 545-1719","3053 HARRISON AVE # 205","SOUTH LAKE TAHOE","CA","96150","EL DORADO","47","","LICENSED","4/9/2018","","12/7/2021","1","0","0","1","","","12/07/2021","12/07/2021","0","0","","0","0","No Complaints"
"HOME CARE","094700011","A HELPING HAND HOMECARE, LLC","A HELPING HAND HOMECARE, LLC","INFO@A-HELPINGHAND.NET","LEMONS, DEBBIE","(530) 647-0266","6151 PONY EXPRESS TRAIL 11 A","POLLOCK PINES","CA","95726","EL DORADO","47","","CLOSED","6/30/2016","2/28/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700167","A LOVE 4 HOMECARE, INC","A LOVE 4 HOMECARE, INC.","ELMY.LOVE4HOMECARE@ATT.NET","VALENCIA, ELMY","(818) 842-4663","2920 W OLIVE AVE STE #209","BURBANK","CA","91505","LOS ANGELES","47","","LICENSED","7/22/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700354","A NEW DAY HOME CARE LLC","A NEW DAY HOME CARE LLC","JORGE@ANEWDAYHOMECARE.COM","BETANCOURT,JORGE RAMOS","(714) 222-8990","22485 LA PALMA AVE STE 105","YORBA LINDA","CA","92887","ORANGE","47","","LICENSED","6/1/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700199","A NURSE'S HOME CARE, INC","A NURSE'S HOME CARE, INC","MVALENCIA.HOMECARE@GMAIL.COM","MARICELA VALENCIA","(858) 263-3246","12462 CAMINITO BRIOSO","SAN DIEGO","CA","92131","SAN DIEGO","47","","CLOSED","4/19/2018","3/11/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","284700010","A PARTNER IN CARING","A PARTNER IN CARING INC","KGEIS@HEARTSTHATMATTER.COM","KIMBERLY GEIS","(707) 252-7569","68 COOMBS ST. A-9","NAPA","CA","94559","NAPA","47","","LICENSED","8/2/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700081","A PASSION FOR CARE","A CIRCLE OF CARE, LLC","PAT@APASSIONFORCARE.COM","PATRICIA A. MELZER","(760) 525-9720","16486 BERNARDO CNTR DR STE 300","SAN DIEGO","CA","92128","SAN DIEGO","47","","LICENSED","6/29/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700129","A PEACE OF MIND CARE AT HOME","EKWURU, JACINTA","JACEKWURU2003@YAHOO.COM","EKWURU, JACINTA","(408) 849-2414","4415 CACTUS TREE LANE","HEMET","CA","92545","RIVERSIDE","47","","LICENSED","11/22/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700393","A PEACEFUL WAY HOME CARE","A PEACEFUL WAY HOME CARE","TERRY@APEACEOFMINDHOMECARE.COM","SUSIE TAPIA","(310) 377-3776","4000 PALOS VERDES DR N STE.100","ROLLING HILLS ESTATE","CA","90274","LOS ANGELES","47","","LICENSED","8/31/2016","","2/28/2022","1","0","0","1","","","02/28/2022","02/28/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700584","A PLACE AT HOME","FRESCH SERVICES, LLC","PATRICK.FRESCH@APLACEATHOME.COM","PATRICK FRESCH","(310) 750-6080","723 YARMOUTH ROAD","PALOS VERDES ESTATES","CA","90274","LOS ANGELES","47","","LICENSED","12/5/2018","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700210","A PLACE AT HOME - INLAND EMPIRE WEST","CHERYL DANIELS INC.","CHERYL.DANIELS@APLACEATHOME.COM","CHERYL DANIELS","(310) 429-9822","1640 2ND STREET SUITE #104","NORCO","CA","92860","RIVERSIDE","47","","LICENSED","10/10/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700061","A PLUS SENIOR CARE PROVIDER","A PLUS SENIOR CARE PROVIDER","APLUSSENIORCAREPROVIDER@YAHOO.COM","ANDAYA, CHERYL S.","(805) 216-2845","300 EAST ESPLANADE DR. STE 900","OXNARD","CA","93036","VENTURA","47","","LICENSED","10/1/2018","","8/9/2023","1","0","0","1","1796.42","08/23/2023","08/09/2023","08/09/2023","0","0","","0","1","No Complaints"
"HOME CARE","194700971","A PRECIOUS ELDER","A PRECIOUS ELDER LLC","INFO@APRECIOUSELDER.COM","MALIA KINIMAKA FREUND","(310) 571-5852","2447 PACIFIC COAST HWY #222","HERMOSA BEACH","CA","90254","LOS ANGELES","47","","LICENSED","5/17/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700268","A PRIME HOME CARE SERVICES INC","A PRIME HOME CARE SERVICES INC","AUDREYV@APRIMEHOMECARESERVICES.COM","CARL VILLALUZ","(818) 705-3988","266 MOBIL AVE, STE 105","CAMARILLO","CA","93010","LOS ANGELES","47","","LICENSED","6/9/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700050","A QUALITY IN HOME CARE","PORTO INC.","DMARBLE@A-QUALITYCARE.COM","DARRELL MARBLE","(877) 550-9333","1245 ELM AVE","BEAUMONT","CA","92223","RIVERSIDE","47","","CLOSED","6/13/2016","9/3/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700117","A RAINBOW OF CARE, HC","RAINBOW INVESTMENTS GROUP, LLC","ADMIN@ARAINBOWOFCAREHC.COM","CARTER, REGINA","(909) 740-3130","1525 S GROVE AVE #10","ONTARIO","CA","91762","SAN BERNARDINO","47","","LICENSED","1/11/2022","","10/20/2022","1","0","0","1","","","10/20/2022","10/20/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700511","A REAL CARE AND STAFFING, INC.","A REAL CARE & STAFFING INC","REALCARESTAFFING@GMAIL.COM","CUEZON, SYLVETTE","(562) 688-8505","18318 PIRES AVE","CERRITOS","CA","90703","LOS ANGELES","47","","LICENSED","12/28/2017","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700154","A REASON TO SMILE HOME CARE","A REASON TO SMILE HOME CARE LLC","INFO@AREASONTOSMILEHOMECARE.COM","MCELROY, HELREYONA","(707) 209-6238","1800 SUTTER STREET, SUITE 500","CONCORD","CA","94520","CONTRA COSTA","47","","LICENSED","2/15/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700309","A TENDER HEART CAREGIVER SERVICES","A TENDER HEART CAREGIVER SERVICES","KAMRAN.G@1HEARTCARES.COM","GHASRI, KAMRAN","(949) 798-5645","4695 MACARTHUR CT, STE 1100","NEWPORT BEACH","CA","92660","ORANGE","47","","CLOSED","3/10/2021","10/11/2023","10/7/2022","1","0","0","1","1796.44","11/07/2022","10/07/2022","10/07/2022","0","1","","0","0","No Complaints"
