id,task,task_label,contestant,contestant_label,PO,base,adjustment,points,rank,episode,series,team,team_label,location,location_label
1239,262,Blow out a candle from a distance,35,Liza Tarbuck,2=,0,,0,,5,176,,,,
1240,262,Blow out a candle from a distance,36,Russell Howard,1,2,,2,4,11,169,,,,
1241,262,Blow out a candle from a distance,37,Tim Vine,4=,4,,4,2,7,169,,,,
1242,263,Declare your love for the Taskmaster,33,Alice Levine,4,2,,2,4,11,147,,,,
1243,263,Declare your love for the Taskmaster,34,Asim Chaudhry,1,5,,5,1=,18,155,,,,
1244,263,Declare your love for the Taskmaster,35,Liza Tarbuck,5,5,,5,1=,10,181,,,,
1245,263,Declare your love for the Taskmaster,36,Russell Howard,2=,1,,1,5,12,170,,,,
1246,263,Declare your love for the Taskmaster,37,Tim Vine,2=,3,,3,3,10,172,,,,
1247,264,Pick numbers higher and lower than the people next to you,33,Alice Levine,1,5,,5,1,16,152,,,,
1248,264,Pick numbers higher and lower than the people next to you,34,Asim Chaudhry,2,4,,4,2,22,159,,,,
1249,264,Pick numbers higher and lower than the people next to you,35,Liza Tarbuck,3,0,,0,,10,181,,,,
1250,264,Pick numbers higher and lower than the people next to you,36,Russell Howard,4,0,,0,,12,170,,,,
1251,264,Pick numbers higher and lower than the people next to you,37,Tim Vine,5,3,,3,3,13,175,,,,
1252,265,The thing most people want to touch,38,James Acaster,1,2,,2,3=,2,2,,,,
1253,265,The thing most people want to touch,39,Jessica Knappett,2,1,,1,5,1,1,,,,
1254,265,The thing most people want to touch,40,Kerry Godliman,3,2,,2,3=,2,2,,,,
1255,265,The thing most people want to touch,41,Phil Wang,4,5,,5,1,5,5,,,,
1256,265,The thing most people want to touch,42,Rhod Gilbert,5,4,,4,2,4,4,,,,
1257,266,Make the best quick-change outfit,38,James Acaster,3,2,,2,4,4,4,,,,
1258,266,Make the best quick-change outfit,39,Jessica Knappett,1,4,,4,2,5,5,,,,
1259,266,Make the best quick-change outfit,40,Kerry Godliman,4,5,,5,1,7,7,,,,
1260,266,Make the best quick-change outfit,41,Phil Wang,5,1,,1,5,6,6,,,,
1261,266,Make the best quick-change outfit,42,Rhod Gilbert,2,3,,3,3,7,7,,,,
1262,267,Build the tallest cardboard box tower,38,James Acaster,1=,1,,1,5,5,5,,,,
1263,267,Build the tallest cardboard box tower,39,Jessica Knappett,5,3,,3,3,8,8,,,,
1264,267,Build the tallest cardboard box tower,40,Kerry Godliman,1=,4,,4,2,11,11,,,,
1265,267,Build the tallest cardboard box tower,41,Phil Wang,3=,2,,2,4,8,8,,,,
1266,267,Build the tallest cardboard box tower,42,Rhod Gilbert,3=,5,,5,1,12,12,,,,
1267,268,Work out the perimeter of the caravan in beans,38,James Acaster,1=,4,,4,2,9,9,,,,
1268,268,Work out the perimeter of the caravan in beans,39,Jessica Knappett,3,3,,3,3,11,11,,,,
1269,268,Work out the perimeter of the caravan in beans,40,Kerry Godliman,1=,5,,5,1,16,16,,,,
1270,268,Work out the perimeter of the caravan in beans,41,Phil Wang,4=,1,,1,5,9,9,,,,
1271,268,Work out the perimeter of the caravan in beans,42,Rhod Gilbert,4=,2,,2,4,14,14,,,,
1272,269,Make the most exotic fruit hat,38,James Acaster,0,2,,2,5,11,11,,,,
1273,269,Make the most exotic fruit hat,39,Jessica Knappett,0,3,,3,4,14,14,,,,
1274,269,Make the most exotic fruit hat,40,Kerry Godliman,0,4,,4,2=,20,20,,,,
1275,269,Make the most exotic fruit hat,41,Phil Wang,0,4,,4,2=,13,13,,,,
1276,269,Make the most exotic fruit hat,42,Rhod Gilbert,0,5,,5,1,19,19,,,,
1277,270,The boldest belt,38,James Acaster,2,1,,1,5,1,12,,,,
1278,270,The boldest belt,39,Jessica Knappett,3,2,,2,4,2,16,,,,
1279,270,The boldest belt,40,Kerry Godliman,1,3,,3,3,3,23,,,,
1280,270,The boldest belt,41,Phil Wang,5,4,,4,2,4,17,,,,
1281,270,The boldest belt,42,Rhod Gilbert,4,5,,5,1,5,24,,,,
1282,271,Write a ten word story while running,38,James Acaster,3,5,,5,1,6,17,,,,
1283,271,Write a ten word story while running,39,Jessica Knappett,2,4,,4,2,6,20,,,,
1284,271,Write a ten word story while running,40,Kerry Godliman,4,3,,3,3,6,26,,,,
1285,271,Write a ten word story while running,41,Phil Wang,1,2,,2,4,6,19,,,,
1286,271,Write a ten word story while running,42,Rhod Gilbert,5,1,,1,5,6,25,,,,
1287,272,Paint a blindfolded still life,38,James Acaster,1=,3,,3,1=,9,20,14,"James, Phil and Rhod",,
1288,272,Paint a blindfolded still life,39,Jessica Knappett,1=,2,,2,2=,8,22,13,Jessica and Kerry,,
1289,272,Paint a blindfolded still life,40,Kerry Godliman,1=,2,,2,2=,8,28,13,Jessica and Kerry,,
1290,272,Paint a blindfolded still life,41,Phil Wang,1=,3,,3,1=,9,22,14,"James, Phil and Rhod",,
1291,272,Paint a blindfolded still life,42,Rhod Gilbert,1=,3,,3,1=,9,28,14,"James, Phil and Rhod",,
1292,273,Predict what another contestant will do with an object,38,James Acaster,3=,5,,5,2=,14,25,,,,
1293,273,Predict what another contestant will do with an object,39,Jessica Knappett,1=,10,,10,1,18,32,,,,
1294,273,Predict what another contestant will do with an object,40,Kerry Godliman,3=,5,,5,2=,13,33,,,,
1295,273,Predict what another contestant will do with an object,41,Phil Wang,3=,5,,5,2=,14,27,,,,
1296,273,Predict what another contestant will do with an object,42,Rhod Gilbert,1=,5,,5,2=,14,33,,,,
1297,274,Draw the biggest and best circle,38,James Acaster,3,1,,1,5,15,26,,,,
1298,274,Draw the biggest and best circle,39,Jessica Knappett,1=,3,,3,3,21,35,,,,
1299,274,Draw the biggest and best circle,40,Kerry Godliman,4=,5,,5,1,18,38,,,,
1300,274,Draw the biggest and best circle,41,Phil Wang,1=,2,,2,4,16,29,,,,
1301,274,Draw the biggest and best circle,42,Rhod Gilbert,4=,4,,4,2,18,37,,,,
1302,275,Build a tower of cans within a hoop,38,James Acaster,0,1,,1,5,16,27,,,,
1303,275,Build a tower of cans within a hoop,39,Jessica Knappett,0,2,,2,4,23,37,,,,
1304,275,Build a tower of cans within a hoop,40,Kerry Godliman,0,5,,5,1,23,43,,,,
1305,275,Build a tower of cans within a hoop,41,Phil Wang,0,3,,3,3,19,32,,,,
1306,275,Build a tower of cans within a hoop,42,Rhod Gilbert,0,4,,4,2,22,41,,,,
1307,276,Guess the number on Alex’s forearm,39,Jessica Knappett,2,0,,0,,23,37,,,,
1308,276,Guess the number on Alex’s forearm,40,Kerry Godliman,1,0,,0,,23,43,,,,
1309,277,The best thing from the 90s,38,James Acaster,2,4,,4,2,4,31,,,,
1310,277,The best thing from the 90s,39,Jessica Knappett,3,,,0,,0,37,,,,
1311,277,The best thing from the 90s,40,Kerry Godliman,5,5,,5,1,5,48,,,,
1312,277,The best thing from the 90s,41,Phil Wang,1,3,,3,3,3,35,,,,
1313,277,The best thing from the 90s,42,Rhod Gilbert,4,,,0,,0,41,,,,
1314,278,Raise Alex’s heart rate,38,James Acaster,1=,4,,4,2,8,35,,,,
1315,278,Raise Alex’s heart rate,39,Jessica Knappett,4=,5,,5,1,5,42,,,,
1316,278,Raise Alex’s heart rate,40,Kerry Godliman,4=,3,,3,3,8,51,,,,
1317,278,Raise Alex’s heart rate,41,Phil Wang,1=,1,,1,5,4,36,,,,
1318,278,Raise Alex’s heart rate,42,Rhod Gilbert,3,2,,2,4,2,43,,,,
1319,279,Make the best noise,38,James Acaster,1=,2,,2,4,10,37,,,,
1320,279,Make the best noise,39,Jessica Knappett,1=,4,,4,2,9,46,,,,
1321,279,Make the best noise,40,Kerry Godliman,4=,3,,3,3,11,54,,,,
1322,279,Make the best noise,41,Phil Wang,4=,5,,5,1,9,41,,,,
1323,279,Make the best noise,42,Rhod Gilbert,3,1,,1,5,3,44,,,,
1324,280,Get the ball into the hole by striking it,38,James Acaster,1=,3,,3,3,13,40,,,,
1325,280,Get the ball into the hole by striking it,39,Jessica Knappett,3=,1,,1,5,10,47,,,,
1326,280,Get the ball into the hole by striking it,40,Kerry Godliman,1=,2,,2,4,13,56,,,,
1327,280,Get the ball into the hole by striking it,41,Phil Wang,3=,4,,4,2,13,45,,,,
1328,280,Get the ball into the hole by striking it,42,Rhod Gilbert,5,5,,5,1,8,49,,,,
1329,281,Silently mouth a ten word fact to Greg,38,James Acaster,2,4,1,5,2=,18,45,,,,
1330,281,Silently mouth a ten word fact to Greg,39,Jessica Knappett,4,5,,5,1,15,52,,,,
1331,281,Silently mouth a ten word fact to Greg,40,Kerry Godliman,1,4,,4,2=,17,60,,,,
1332,281,Silently mouth a ten word fact to Greg,41,Phil Wang,3,2,,2,4,15,47,,,,
1333,281,Silently mouth a ten word fact to Greg,42,Rhod Gilbert,5,1,,1,5,9,50,,,,
1334,282,The most confusing thing,38,James Acaster,2,1,,1,5,1,46,,,,
1335,282,The most confusing thing,39,Jessica Knappett,1,5,,5,1,5,57,,,,
1336,282,The most confusing thing,40,Kerry Godliman,3,2,,2,4,2,62,,,,
1337,282,The most confusing thing,41,Phil Wang,5,4,,4,2,4,51,,,,
1338,282,The most confusing thing,42,Rhod Gilbert,4,3,,3,3,3,53,,,,
1339,283,Work out what the switch does,38,James Acaster,5,5,,5,1,6,51,,,,
1340,283,Work out what the switch does,39,Jessica Knappett,1=,2,,2,4,7,59,,,,
1341,283,Work out what the switch does,40,Kerry Godliman,1=,4,,4,2,6,66,,,,
1342,283,Work out what the switch does,41,Phil Wang,1=,3,,3,3,7,54,,,,
1343,283,Work out what the switch does,42,Rhod Gilbert,4,1,,1,5,4,54,,,,
1344,284,Change your appearance in a lift,38,James Acaster,5,1,,1,5,7,52,,,,
1345,284,Change your appearance in a lift,39,Jessica Knappett,1,4,,4,2,11,63,,,,
1346,284,Change your appearance in a lift,40,Kerry Godliman,4,3,,3,3,9,69,,,,
1347,284,Change your appearance in a lift,41,Phil Wang,2,2,,2,4,9,56,,,,
1348,284,Change your appearance in a lift,42,Rhod Gilbert,3,5,,5,1,9,59,,,,
1349,285,Make the scales read exactly 31.770kg,38,James Acaster,4=,5,,5,1,12,57,,,,
1350,285,Make the scales read exactly 31.770kg,39,Jessica Knappett,2=,1,,1,5,12,64,,,,
1351,285,Make the scales read exactly 31.770kg,40,Kerry Godliman,2=,3,,3,3,12,72,,,,
1352,285,Make the scales read exactly 31.770kg,41,Phil Wang,1,2,,2,4,11,58,,,,
1353,285,Make the scales read exactly 31.770kg,42,Rhod Gilbert,4=,4,,4,2,13,63,,,,
1354,286,Get dressed while wearing handcuffs,38,James Acaster,0,5,,5,1,17,62,,,,
1355,286,Get dressed while wearing handcuffs,39,Jessica Knappett,0,4,,4,2=,16,68,,,,
1356,286,Get dressed while wearing handcuffs,40,Kerry Godliman,0,4,,4,2=,16,76,,,,
1357,286,Get dressed while wearing handcuffs,41,Phil Wang,0,1,,1,5,12,59,,,,
1358,286,Get dressed while wearing handcuffs,42,Rhod Gilbert,0,4,,4,2=,17,67,,,,
1359,287,Make the best toilet paper plane,38,James Acaster,1,0,,0,,17,62,,,,
1360,287,Make the best toilet paper plane,42,Rhod Gilbert,2,0,,0,,17,67,,,,
1361,288,The worst gift from a relative,38,James Acaster,3,2,,2,4,2,64,,,,
1362,288,The worst gift from a relative,39,Jessica Knappett,2,5,,5,1,5,73,,,,
1363,288,The worst gift from a relative,40,Kerry Godliman,4,3,,3,3,3,79,,,,
1364,288,The worst gift from a relative,41,Phil Wang,5,1,,1,5,1,60,,,,
1365,288,The worst gift from a relative,42,Rhod Gilbert,1,4,,4,2,4,71,,,,
1366,289,Spectacularly deliver the task to Alex,38,James Acaster,3,5,,5,1,7,69,,,,
1367,289,Spectacularly deliver the task to Alex,39,Jessica Knappett,4,3,,3,3,8,76,,,,
1368,289,Spectacularly deliver the task to Alex,40,Kerry Godliman,1,1,,1,5,4,80,,,,
1369,289,Spectacularly deliver the task to Alex,41,Phil Wang,5,2,,2,4,3,62,,,,
1370,289,Spectacularly deliver the task to Alex,42,Rhod Gilbert,2,4,,4,2,8,75,,,,
1371,290,Make the most white circles on the target,38,James Acaster,1=,5,,5,1=,12,74,,,,
1372,290,Make the most white circles on the target,39,Jessica Knappett,1=,5,,5,1=,13,81,,,,
1373,290,Make the most white circles on the target,40,Kerry Godliman,1=,5,,5,1=,9,85,,,,
1374,290,Make the most white circles on the target,41,Phil Wang,5,0,,0,,3,62,,,,
1375,290,Make the most white circles on the target,42,Rhod Gilbert,1=,5,,5,1=,13,80,,,,
1376,291,Cheer up the traffic warden,38,James Acaster,3=,5,,5,1=,17,79,,,,
1377,291,Cheer up the traffic warden,39,Jessica Knappett,3=,5,,5,1=,18,86,,,,
1378,291,Cheer up the traffic warden,40,Kerry Godliman,1=,1,,1,5,10,86,,,,
1379,291,Cheer up the traffic warden,41,Phil Wang,1=,3,,3,3,6,65,,,,
1380,291,Cheer up the traffic warden,42,Rhod Gilbert,5,2,,2,4,15,82,,,,
1381,292,Make yourselves appear as large or small as possible,38,James Acaster,1=,3,,3,1=,20,82,14,"James, Phil and Rhod",,
1382,292,Make yourselves appear as large or small as possible,39,Jessica Knappett,2=,2,,2,2=,20,88,13,Jessica and Kerry,,
1383,292,Make yourselves appear as large or small as possible,40,Kerry Godliman,2=,2,,2,2=,12,88,13,Jessica and Kerry,,
1384,292,Make yourselves appear as large or small as possible,41,Phil Wang,1=,3,,3,1=,9,68,14,"James, Phil and Rhod",,
1385,292,Make yourselves appear as large or small as possible,42,Rhod Gilbert,1=,3,,3,1=,18,85,14,"James, Phil and Rhod",,
1386,293,Place objects on the hanger without it falling,38,James Acaster,,0,,0,,20,82,14,"James, Phil and Rhod",,
1387,293,Place objects on the hanger without it falling,39,Jessica Knappett,1,5,,5,1=,25,93,13,Jessica and Kerry,,
1388,293,Place objects on the hanger without it falling,40,Kerry Godliman,,5,,5,1=,17,93,13,Jessica and Kerry,,
1389,293,Place objects on the hanger without it falling,41,Phil Wang,2,0,,0,,9,68,14,"James, Phil and Rhod",,
1390,293,Place objects on the hanger without it falling,42,Rhod Gilbert,,0,,0,,18,85,14,"James, Phil and Rhod",,
1391,294,The best key,38,James Acaster,4,1,,1,5,1,83,,,,
1392,294,The best key,39,Jessica Knappett,3,4,,4,2,4,97,,,,
1393,294,The best key,40,Kerry Godliman,1,5,,5,1,5,98,,,,
1394,294,The best key,41,Phil Wang,2,2,,2,4,2,70,,,,
1395,294,The best key,42,Rhod Gilbert,5,3,,3,3,3,88,,,,
1396,295,Put 50 different things in the bin,38,James Acaster,1=,5,,5,1,6,88,,,,
1397,295,Put 50 different things in the bin,39,Jessica Knappett,1=,2,,2,4,6,99,,,,
1398,295,Put 50 different things in the bin,40,Kerry Godliman,1=,4,,4,2,9,102,,,,
1399,295,Put 50 different things in the bin,41,Phil Wang,1=,1,1,2,5,4,72,,,,
1400,295,Put 50 different things in the bin,42,Rhod Gilbert,1=,3,,3,3,6,91,,,,
1401,296,Make a portrait of the Taskmaster using your 50 items,38,James Acaster,5,5,,5,1,11,93,,,,
1402,296,Make a portrait of the Taskmaster using your 50 items,39,Jessica Knappett,3=,2,,2,4,8,101,,,,
1403,296,Make a portrait of the Taskmaster using your 50 items,40,Kerry Godliman,1=,3,,3,3,12,105,,,,
1404,296,Make a portrait of the Taskmaster using your 50 items,41,Phil Wang,3=,1,,1,5,5,73,,,,
1405,296,Make a portrait of the Taskmaster using your 50 items,42,Rhod Gilbert,1=,4,,4,2,10,95,,,,
1406,297,Make a soap opera cliffhanger,38,James Acaster,1=,3,,3,1=,14,96,14,"James, Phil and Rhod",,
1407,297,Make a soap opera cliffhanger,39,Jessica Knappett,2=,2,,2,2=,10,103,13,Jessica and Kerry,,
1408,297,Make a soap opera cliffhanger,40,Kerry Godliman,2=,2,,2,2=,14,107,13,Jessica and Kerry,,
1409,297,Make a soap opera cliffhanger,41,Phil Wang,1=,3,,3,1=,8,76,14,"James, Phil and Rhod",,
1410,297,Make a soap opera cliffhanger,42,Rhod Gilbert,1=,3,,3,1=,13,98,14,"James, Phil and Rhod",,
1411,298,Place 10 pairs of glasses into the smallest box,38,James Acaster,1=,2,,2,4,16,98,,,,
1412,298,Place 10 pairs of glasses into the smallest box,39,Jessica Knappett,4=,4,,4,2,14,107,,,,
1413,298,Place 10 pairs of glasses into the smallest box,40,Kerry Godliman,1=,3,,3,3,17,110,,,,
1414,298,Place 10 pairs of glasses into the smallest box,41,Phil Wang,3,5,,5,1,13,81,,,,
1415,298,Place 10 pairs of glasses into the smallest box,42,Rhod Gilbert,4=,,,0,,13,98,,,,
1416,299,Get your inflatable ring as high as possible,38,James Acaster,0,3,,3,3,19,101,,,,
1417,299,Get your inflatable ring as high as possible,39,Jessica Knappett,0,2,,2,4,16,109,,,,
1418,299,Get your inflatable ring as high as possible,40,Kerry Godliman,0,,,0,,17,110,,,,
1419,299,Get your inflatable ring as high as possible,41,Phil Wang,0,4,,4,2,17,85,,,,
1420,299,Get your inflatable ring as high as possible,42,Rhod Gilbert,0,5,,5,1,18,103,,,,
1421,300,The most exciting thing beginning with 'G',38,James Acaster,5,2,,2,1=,2,103,,,,
1422,300,The most exciting thing beginning with 'G',39,Jessica Knappett,3,1,,1,3=,1,110,,,,
1423,300,The most exciting thing beginning with 'G',40,Kerry Godliman,2,1,,1,3=,1,111,,,,
1424,300,The most exciting thing beginning with 'G',41,Phil Wang,1,1,,1,3=,1,86,,,,
1425,300,The most exciting thing beginning with 'G',42,Rhod Gilbert,4,2,,2,1=,2,105,,,,
1426,301,Throw something into the bin behind the fence,38,James Acaster,1,1,,1,5,3,104,,,,
1427,301,Throw something into the bin behind the fence,39,Jessica Knappett,2=,3,,3,3,4,113,,,,
1428,301,Throw something into the bin behind the fence,40,Kerry Godliman,4=,2,,2,4,3,113,,,,
1429,301,Throw something into the bin behind the fence,41,Phil Wang,2=,4,,4,2,5,90,,,,
1430,301,Throw something into the bin behind the fence,42,Rhod Gilbert,4=,5,,5,1,7,110,,,,
1431,302,Don’t blink,38,James Acaster,1=,3,,3,3,6,107,,,,
1432,302,Don’t blink,39,Jessica Knappett,1=,4,,4,2,8,117,,,,
1433,302,Don’t blink,40,Kerry Godliman,1=,1,,1,5,4,114,,,,
1434,302,Don’t blink,41,Phil Wang,1=,2,,2,4,7,92,,,,
1435,302,Don’t blink,42,Rhod Gilbert,5,5,,5,1,12,115,,,,
1436,303,Build an extension to the Taskmaster house,38,James Acaster,2=,2,,2,2=,8,109,14,"James, Phil and Rhod",,
1437,303,Build an extension to the Taskmaster house,39,Jessica Knappett,1=,4,,4,1=,12,121,13,Jessica and Kerry,,
1438,303,Build an extension to the Taskmaster house,40,Kerry Godliman,1=,4,,4,1=,8,118,13,Jessica and Kerry,,
1439,303,Build an extension to the Taskmaster house,41,Phil Wang,2=,1,,1,2=,8,93,14,"James, Phil and Rhod",,
1440,303,Build an extension to the Taskmaster house,42,Rhod Gilbert,2=,1,,1,2=,13,116,14,"James, Phil and Rhod",,
1441,304,Make the best Christmas cracker,38,James Acaster,4=,3,,3,2=,11,112,,,,
1442,304,Make the best Christmas cracker,39,Jessica Knappett,1=,3,,3,2=,15,124,,,,
1443,304,Make the best Christmas cracker,40,Kerry Godliman,3,3,,3,2=,11,121,,,,
1444,304,Make the best Christmas cracker,41,Phil Wang,4=,5,,5,1,13,98,,,,
1445,304,Make the best Christmas cracker,42,Rhod Gilbert,1=,3,,3,2=,16,119,,,,
1446,305,Beat on the drum after exactly 9.58 seconds,38,James Acaster,1,4,,4,2,15,116,,,,
1447,305,Beat on the drum after exactly 9.58 seconds,39,Jessica Knappett,2,1,2,3,5,18,127,,,,
1448,305,Beat on the drum after exactly 9.58 seconds,40,Kerry Godliman,3,3,,3,3,14,124,,,,
1449,305,Beat on the drum after exactly 9.58 seconds,41,Phil Wang,4,2,,2,4,15,100,,,,
1450,305,Beat on the drum after exactly 9.58 seconds,42,Rhod Gilbert,5,5,,5,1,21,124,,,,
1451,306,The creepiest thing,38,James Acaster,1,4,,4,3,4,120,,,,
1452,306,The creepiest thing,39,Jessica Knappett,4,2,,2,4,2,129,,,,
1453,306,The creepiest thing,40,Kerry Godliman,2,5,,5,1=,5,129,,,,
1454,306,The creepiest thing,41,Phil Wang,3,1,,1,5,1,101,,,,
1455,306,The creepiest thing,42,Rhod Gilbert,5,5,,5,1=,5,129,,,,
1456,307,Poke something unexpected through the hole,38,James Acaster,1,2,,2,3=,6,122,,,,
1457,307,Poke something unexpected through the hole,39,Jessica Knappett,4=,4,,4,2,6,133,,,,
1458,307,Poke something unexpected through the hole,40,Kerry Godliman,2=,2,,2,3=,7,131,,,,
1459,307,Poke something unexpected through the hole,41,Phil Wang,2=,2,,2,3=,3,103,,,,
1460,307,Poke something unexpected through the hole,42,Rhod Gilbert,4=,5,,5,1,10,134,,,,
1461,308,Follow the clues and then do what they spell,38,James Acaster,5,5,,5,1,11,127,,,,
1462,308,Follow the clues and then do what they spell,39,Jessica Knappett,1=,4,,4,2,10,137,,,,
1463,308,Follow the clues and then do what they spell,40,Kerry Godliman,1=,3,,3,3,10,134,,,,
1464,308,Follow the clues and then do what they spell,41,Phil Wang,3=,2,,2,4,5,105,,,,
1465,308,Follow the clues and then do what they spell,42,Rhod Gilbert,3=,1,,1,5,11,135,,,,
1466,309,Compose a 30 second piece of music,38,James Acaster,3,4,,4,2=,15,131,,,,
1467,309,Compose a 30 second piece of music,39,Jessica Knappett,4,5,,5,1,15,142,,,,
1468,309,Compose a 30 second piece of music,40,Kerry Godliman,2,3,,3,4,13,137,,,,
1469,309,Compose a 30 second piece of music,41,Phil Wang,1,2,,2,5,7,107,,,,
1470,309,Compose a 30 second piece of music,42,Rhod Gilbert,5,4,,4,2=,15,139,,,,
1471,310,"Bob, pat, kneel, stew, or wane",38,James Acaster,0,1,,1,5,16,132,,,,
1472,310,"Bob, pat, kneel, stew, or wane",39,Jessica Knappett,0,4,,4,2,19,146,,,,
1473,310,"Bob, pat, kneel, stew, or wane",40,Kerry Godliman,0,3,,3,3,16,140,,,,
1474,310,"Bob, pat, kneel, stew, or wane",41,Phil Wang,0,2,,2,4,9,109,,,,
1475,310,"Bob, pat, kneel, stew, or wane",42,Rhod Gilbert,0,5,,5,1,20,144,,,,
1476,311,The most surprisingly beautiful thing,38,James Acaster,4,3,,3,3,3,135,,,,
1477,311,The most surprisingly beautiful thing,39,Jessica Knappett,3,4,,4,2,4,150,,,,
1478,311,The most surprisingly beautiful thing,40,Kerry Godliman,5,2,,2,4,2,142,,,,
1479,311,The most surprisingly beautiful thing,41,Phil Wang,2,5,,5,1,5,114,,,,
1480,311,The most surprisingly beautiful thing,42,Rhod Gilbert,1,1,,1,5,1,145,,,,
1481,312,Put the largest numeric value of money in the floating bowl,38,James Acaster,1=,,,0,,3,135,,,,
1482,312,Put the largest numeric value of money in the floating bowl,39,Jessica Knappett,3=,,,0,,4,150,,,,
1483,312,Put the largest numeric value of money in the floating bowl,40,Kerry Godliman,5,5,,5,1,7,147,,,,
1484,312,Put the largest numeric value of money in the floating bowl,41,Phil Wang,3=,,,0,,5,114,,,,
1485,312,Put the largest numeric value of money in the floating bowl,42,Rhod Gilbert,1=,,,0,,1,145,,,,
