id,task,task_label,contestant,contestant_label,measurement,objective,objective_label
1373,570,Sit on the red chair in the secret tower,69,Desiree Burch,185.0,2,time ▼
1374,570,Sit on the red chair in the secret tower,70,Guz Khan,405.0,2,time ▼
1375,570,Sit on the red chair in the secret tower,71,Morgana Robinson,225.0,2,time ▼
1376,570,Sit on the red chair in the secret tower,72,Victoria Coren Mitchell,536.0,2,time ▼
1377,571,Make paper aeroplanes,68,Alan Davies,0.0,128,landed aeroplanes ▲
1378,571,Make paper aeroplanes,68,Alan Davies,8.0,129,sheets ▼
1379,571,Make paper aeroplanes,68,Alan Davies,-40.0,91,points ▲
1380,571,Make paper aeroplanes,69,Desiree Burch,0.0,128,landed aeroplanes ▲
1381,571,Make paper aeroplanes,69,Desiree Burch,2.0,129,sheets ▼
1382,571,Make paper aeroplanes,69,Desiree Burch,-10.0,91,points ▲
1383,571,Make paper aeroplanes,70,Guz Khan,0.0,128,landed aeroplanes ▲
1384,571,Make paper aeroplanes,70,Guz Khan,2.0,129,sheets ▼
1385,571,Make paper aeroplanes,70,Guz Khan,-10.0,91,points ▲
1386,571,Make paper aeroplanes,71,Morgana Robinson,0.0,128,landed aeroplanes ▲
1387,571,Make paper aeroplanes,71,Morgana Robinson,6.0,129,sheets ▼
1388,571,Make paper aeroplanes,71,Morgana Robinson,-30.0,91,points ▲
1389,571,Make paper aeroplanes,72,Victoria Coren Mitchell,0.0,128,landed aeroplanes ▲
1390,571,Make paper aeroplanes,72,Victoria Coren Mitchell,7.0,129,sheets ▼
1391,571,Make paper aeroplanes,72,Victoria Coren Mitchell,-35.0,91,points ▲
1392,573,Put up a shelf for the Taskmaster's snooker balls,68,Alan Davies,780.0,2,time ▼
1393,573,Put up a shelf for the Taskmaster's snooker balls,68,Alan Davies,1.5,130,difference in inches ▼
1394,573,Put up a shelf for the Taskmaster's snooker balls,68,Alan Davies,3.5,91,points ▲
1395,573,Put up a shelf for the Taskmaster's snooker balls,69,Desiree Burch,1140.0,2,time ▼
1396,573,Put up a shelf for the Taskmaster's snooker balls,69,Desiree Burch,1.0,130,difference in inches ▼
1397,573,Put up a shelf for the Taskmaster's snooker balls,69,Desiree Burch,3.0,91,points ▲
1398,573,Put up a shelf for the Taskmaster's snooker balls,70,Guz Khan,420.0,2,time ▼
1399,573,Put up a shelf for the Taskmaster's snooker balls,70,Guz Khan,3.0,130,difference in inches ▼
1400,573,Put up a shelf for the Taskmaster's snooker balls,70,Guz Khan,3.0,91,points ▲
1401,573,Put up a shelf for the Taskmaster's snooker balls,71,Morgana Robinson,1020.0,2,time ▼
1402,573,Put up a shelf for the Taskmaster's snooker balls,71,Morgana Robinson,2.0,130,difference in inches ▼
1403,573,Put up a shelf for the Taskmaster's snooker balls,71,Morgana Robinson,2.5,91,points ▲
1404,573,Put up a shelf for the Taskmaster's snooker balls,72,Victoria Coren Mitchell,180.0,2,time ▼
1405,573,Put up a shelf for the Taskmaster's snooker balls,72,Victoria Coren Mitchell,4.5,130,difference in inches ▼
1406,573,Put up a shelf for the Taskmaster's snooker balls,72,Victoria Coren Mitchell,3.0,91,points ▲
1407,575,Pass everything through the pipe and the pipe through everything,68,Alan Davies,,2,time ▼
1408,575,Pass everything through the pipe and the pipe through everything,69,Desiree Burch,615.0,2,time ▼
1409,575,Pass everything through the pipe and the pipe through everything,70,Guz Khan,,2,time ▼
1410,575,Pass everything through the pipe and the pipe through everything,71,Morgana Robinson,768.0,2,time ▼
1411,575,Pass everything through the pipe and the pipe through everything,72,Victoria Coren Mitchell,1156.0,2,time ▼
1412,576,Direct drawings using limited keywords,68,Alan Davies,1.0,91,points ▲
1413,576,Direct drawings using limited keywords,69,Desiree Burch,0.0,91,points ▲
1414,576,Direct drawings using limited keywords,70,Guz Khan,0.0,91,points ▲
1415,576,Direct drawings using limited keywords,71,Morgana Robinson,0.0,91,points ▲
1416,576,Direct drawings using limited keywords,72,Victoria Coren Mitchell,1.0,91,points ▲
1417,578,Make a popcorn necklace and do the right thing,68,Alan Davies,660.0,2,time ▼
1418,578,Make a popcorn necklace and do the right thing,69,Desiree Burch,,2,time ▼
1419,578,Make a popcorn necklace and do the right thing,70,Guz Khan,337.0,2,time ▼
1420,578,Make a popcorn necklace and do the right thing,71,Morgana Robinson,960.0,2,time ▼
1421,578,Make a popcorn necklace and do the right thing,72,Victoria Coren Mitchell,,2,time ▼
1422,581,Pop up before the objects,68,Alan Davies,8.0,91,points ▲
1423,581,Pop up before the objects,69,Desiree Burch,5.0,91,points ▲
1424,581,Pop up before the objects,70,Guz Khan,9.0,91,points ▲
1425,581,Pop up before the objects,71,Morgana Robinson,14.0,91,points ▲
1426,581,Pop up before the objects,72,Victoria Coren Mitchell,8.0,91,points ▲
1427,582,Blow a feather across a table with your nose,68,Alan Davies,9.5,2,time ▼
1428,582,Blow a feather across a table with your nose,70,Guz Khan,28.7,2,time ▼
1429,584,Have the longest telephone conversation,68,Alan Davies,20.0,35,time ▲
1430,584,Have the longest telephone conversation,69,Desiree Burch,507.0,35,time ▲
1431,584,Have the longest telephone conversation,70,Guz Khan,106.0,35,time ▲
1432,584,Have the longest telephone conversation,71,Morgana Robinson,53.0,35,time ▲
1433,584,Have the longest telephone conversation,72,Victoria Coren Mitchell,221.0,35,time ▲
1434,585,Find the soldier with hindsight,68,Alan Davies,1160.0,2,time ▼
1435,585,Find the soldier with hindsight,69,Desiree Burch,510.0,2,time ▼
1436,585,Find the soldier with hindsight,70,Guz Khan,774.0,2,time ▼
1437,585,Find the soldier with hindsight,71,Morgana Robinson,99.0,2,time ▼
1438,585,Find the soldier with hindsight,72,Victoria Coren Mitchell,810.0,2,time ▼
1439,586,Get goosebumps,68,Alan Davies,811.0,2,time ▼
1440,586,Get goosebumps,69,Desiree Burch,1470.0,2,time ▼
1441,586,Get goosebumps,70,Guz Khan,,2,time ▼
1442,586,Get goosebumps,71,Morgana Robinson,169.0,2,time ▼
1443,586,Get goosebumps,72,Victoria Coren Mitchell,,2,time ▼
1444,587,Duck-slide,68,Alan Davies,8.0,91,points ▲
1445,587,Duck-slide,69,Desiree Burch,16.0,91,points ▲
1446,587,Duck-slide,70,Guz Khan,16.0,91,points ▲
1447,587,Duck-slide,71,Morgana Robinson,16.0,91,points ▲
1448,587,Duck-slide,72,Victoria Coren Mitchell,8.0,91,points ▲
1449,589,Drink with your mouth open,68,Alan Davies,128.0,2,time ▼
1450,589,Drink with your mouth open,69,Desiree Burch,7.0,2,time ▼
1451,589,Drink with your mouth open,70,Guz Khan,65.0,2,time ▼
1452,589,Drink with your mouth open,71,Morgana Robinson,180.0,2,time ▼
1453,589,Drink with your mouth open,72,Victoria Coren Mitchell,510.0,2,time ▼
1454,592,Make noises without being identified by the Taskmaster,68,Alan Davies,2.0,131,identified noises ▼
1455,592,Make noises without being identified by the Taskmaster,69,Desiree Burch,2.0,131,identified noises ▼
1456,592,Make noises without being identified by the Taskmaster,70,Guz Khan,1.0,131,identified noises ▼
1457,592,Make noises without being identified by the Taskmaster,71,Morgana Robinson,1.0,131,identified noises ▼
1458,592,Make noises without being identified by the Taskmaster,72,Victoria Coren Mitchell,2.0,131,identified noises ▼
1459,595,Drink all the vinegar,73,Adrian Chiles,545.0,2,time ▼
1460,595,Drink all the vinegar,74,Claudia Winkleman,,2,time ▼
1461,595,Drink all the vinegar,75,Jonnie Peacock,626.0,2,time ▼
1462,595,Drink all the vinegar,76,Lady Leshurr,,2,time ▼
1463,595,Drink all the vinegar,77,Sayeeda Warsi,,2,time ▼
1464,596,Navigate the course with the pole,73,Adrian Chiles,4.0,36,penalties ▼
1465,596,Navigate the course with the pole,73,Adrian Chiles,262.0,10,centimeters ▲
1466,596,Navigate the course with the pole,74,Claudia Winkleman,41.0,36,penalties ▼
1467,596,Navigate the course with the pole,74,Claudia Winkleman,10.0,10,centimeters ▲
1468,596,Navigate the course with the pole,75,Jonnie Peacock,48.0,36,penalties ▼
1469,596,Navigate the course with the pole,75,Jonnie Peacock,220.0,10,centimeters ▲
1470,596,Navigate the course with the pole,76,Lady Leshurr,15.0,36,penalties ▼
1471,596,Navigate the course with the pole,76,Lady Leshurr,210.0,10,centimeters ▲
1472,596,Navigate the course with the pole,77,Sayeeda Warsi,3.0,36,penalties ▼
1473,596,Navigate the course with the pole,77,Sayeeda Warsi,207.0,10,centimeters ▲
1474,599,Find all ten ducks in the lab,78,Ardal O'Hanlon,2.0,70,ducks ▲
1475,599,Find all ten ducks in the lab,79,Bridget Christie,4.0,70,ducks ▲
1476,599,Find all ten ducks in the lab,80,Chris Ramsey,7.0,70,ducks ▲
1477,599,Find all ten ducks in the lab,81,Judi Love,6.0,70,ducks ▲
1478,599,Find all ten ducks in the lab,82,Sophie Duker,4.0,70,ducks ▲
1479,604,Tie a ribbon round the maypole or hit it with a ping pong ball,78,Ardal O'Hanlon,130.0,2,time ▼
1480,604,Tie a ribbon round the maypole or hit it with a ping pong ball,79,Bridget Christie,690.0,2,time ▼
1481,604,Tie a ribbon round the maypole or hit it with a ping pong ball,80,Chris Ramsey,38.18,2,time ▼
1482,604,Tie a ribbon round the maypole or hit it with a ping pong ball,81,Judi Love,255.0,2,time ▼
1483,604,Tie a ribbon round the maypole or hit it with a ping pong ball,82,Sophie Duker,31.08,2,time ▼
1484,606,Score an exercise ball hat-trick using a buggy,78,Ardal O'Hanlon,518.0,2,time ▼
1485,606,Score an exercise ball hat-trick using a buggy,79,Bridget Christie,902.0,2,time ▼
1486,606,Score an exercise ball hat-trick using a buggy,80,Chris Ramsey,518.0,2,time ▼
1487,606,Score an exercise ball hat-trick using a buggy,81,Judi Love,902.0,2,time ▼
1488,606,Score an exercise ball hat-trick using a buggy,82,Sophie Duker,902.0,2,time ▼
1489,610,Make all the things happen at the same time,78,Ardal O'Hanlon,,2,time ▼
1490,610,Make all the things happen at the same time,79,Bridget Christie,?,2,time ▼
1491,610,Make all the things happen at the same time,80,Chris Ramsey,177.0,2,time ▼
1492,610,Make all the things happen at the same time,81,Judi Love,,2,time ▼
1493,610,Make all the things happen at the same time,82,Sophie Duker,,2,time ▼
1494,611,Enable Alex to bite his duck,78,Ardal O'Hanlon,877.0,2,time ▼
1495,611,Enable Alex to bite his duck,79,Bridget Christie,61.0,2,time ▼
1496,611,Enable Alex to bite his duck,80,Chris Ramsey,938.0,2,time ▼
1497,611,Enable Alex to bite his duck,81,Judi Love,195.0,2,time ▼
1498,611,Enable Alex to bite his duck,82,Sophie Duker,133.0,2,time ▼
1499,612,Face leg or other leg?,78,Ardal O'Hanlon,1.0,64,deceptions ▲
1500,612,Face leg or other leg?,79,Bridget Christie,3.0,64,deceptions ▲
1501,612,Face leg or other leg?,80,Chris Ramsey,1.0,64,deceptions ▲
1502,612,Face leg or other leg?,81,Judi Love,3.0,64,deceptions ▲
1503,612,Face leg or other leg?,82,Sophie Duker,3.0,64,deceptions ▲
1504,614,Guess Shoe,78,Ardal O'Hanlon,40.0,132,questions ▼
1505,614,Guess Shoe,79,Bridget Christie,161.0,132,questions ▼
1506,614,Guess Shoe,80,Chris Ramsey,13.0,132,questions ▼
1507,614,Guess Shoe,81,Judi Love,24.0,132,questions ▼
1508,614,Guess Shoe,82,Sophie Duker,30.0,132,questions ▼
1509,616,Make a stirring speech out of the bunting,78,Ardal O'Hanlon,36.0,133,characters ▲
1510,616,Make a stirring speech out of the bunting,79,Bridget Christie,39.0,133,characters ▲
1511,616,Make a stirring speech out of the bunting,80,Chris Ramsey,57.0,133,characters ▲
1512,616,Make a stirring speech out of the bunting,81,Judi Love,61.0,133,characters ▲
1513,616,Make a stirring speech out of the bunting,82,Sophie Duker,51.0,133,characters ▲
1514,618,Turn over the most beer mats,78,Ardal O'Hanlon,64.0,134,beer mats ▲
1515,618,Turn over the most beer mats,80,Chris Ramsey,59.0,134,beer mats ▲
1516,622,Raise the water level to the top of the fish tank,78,Ardal O'Hanlon,?,135,millimeters ▼
1517,622,Raise the water level to the top of the fish tank,79,Bridget Christie,,135,millimeters ▼
1518,622,Raise the water level to the top of the fish tank,80,Chris Ramsey,,135,millimeters ▼
1519,622,Raise the water level to the top of the fish tank,81,Judi Love,1.8,135,millimeters ▼
1520,622,Raise the water level to the top of the fish tank,82,Sophie Duker,,135,millimeters ▼
1521,623,Answer Alex's phone call,78,Ardal O'Hanlon,612.0,2,time ▼
1522,623,Answer Alex's phone call,79,Bridget Christie,1381.0,2,time ▼
1523,623,Answer Alex's phone call,80,Chris Ramsey,?,2,time ▼
1524,623,Answer Alex's phone call,81,Judi Love,?,2,time ▼
1525,623,Answer Alex's phone call,82,Sophie Duker,1145.0,2,time ▼
1526,627,Record a high number on a pedometer,78,Ardal O'Hanlon,1084.0,58,steps ▲
1527,627,Record a high number on a pedometer,79,Bridget Christie,11 trillion gazillion,58,steps ▲
1528,627,Record a high number on a pedometer,80,Chris Ramsey,2789.0,58,steps ▲
1529,627,Record a high number on a pedometer,81,Judi Love,483.0,58,steps ▲
1530,627,Record a high number on a pedometer,82,Sophie Duker,1209.0,58,steps ▲
1531,630,Display your vocal range,80,Chris Ramsey,18.0,136,hertz ▼
1532,630,Display your vocal range,80,Chris Ramsey,39.0,137,hertz ▲
1533,630,Display your vocal range,80,Chris Ramsey,21.0,138,note range ▲
1534,630,Display your vocal range,82,Sophie Duker,20.0,136,hertz ▼
1535,630,Display your vocal range,82,Sophie Duker,45.0,137,hertz ▲
1536,630,Display your vocal range,82,Sophie Duker,25.0,138,note range ▲
1537,633,Deliver a cocktail to Greg,78,Ardal O'Hanlon,807.0,2,time ▼
1538,633,Deliver a cocktail to Greg,79,Bridget Christie,270.0,2,time ▼
1539,633,Deliver a cocktail to Greg,80,Chris Ramsey,807.0,2,time ▼
1540,633,Deliver a cocktail to Greg,81,Judi Love,270.0,2,time ▼
1541,633,Deliver a cocktail to Greg,82,Sophie Duker,270.0,2,time ▼
1542,635,Eat your beautiful sculpture,78,Ardal O'Hanlon,40.0,1,grams ▲
1543,635,Eat your beautiful sculpture,78,Ardal O'Hanlon,190.0,2,time ▼
1544,635,Eat your beautiful sculpture,79,Bridget Christie,8.0,1,grams ▲
1545,635,Eat your beautiful sculpture,79,Bridget Christie,?,2,time ▼
1546,635,Eat your beautiful sculpture,80,Chris Ramsey,137.0,1,grams ▲
1547,635,Eat your beautiful sculpture,80,Chris Ramsey,266.0,2,time ▼
1548,635,Eat your beautiful sculpture,81,Judi Love,150.0,1,grams ▲
1549,635,Eat your beautiful sculpture,81,Judi Love,110.0,2,time ▼
1550,635,Eat your beautiful sculpture,82,Sophie Duker,150.0,1,grams ▲
1551,635,Eat your beautiful sculpture,82,Sophie Duker,180.0,2,time ▼
1552,639,Poke your tongue out for the longest time,78,Ardal O'Hanlon,400.0,35,time ▲
1553,639,Poke your tongue out for the longest time,79,Bridget Christie,720.0,35,time ▲
1554,639,Poke your tongue out for the longest time,80,Chris Ramsey,870.0,35,time ▲
1555,639,Poke your tongue out for the longest time,81,Judi Love,300.0,35,time ▲
1556,639,Poke your tongue out for the longest time,82,Sophie Duker,1580.0,35,time ▲
1557,641,Write down things that fit the category,78,Ardal O'Hanlon,3.0,91,points ▲
1558,641,Write down things that fit the category,79,Bridget Christie,1.0,91,points ▲
1559,641,Write down things that fit the category,80,Chris Ramsey,3.0,91,points ▲
1560,641,Write down things that fit the category,81,Judi Love,1.0,91,points ▲
1561,641,Write down things that fit the category,82,Sophie Duker,1.0,91,points ▲
1562,644,Make the longest cup snake,78,Ardal O'Hanlon,8.56,4,meters ▲
1563,644,Make the longest cup snake,79,Bridget Christie,5.0,4,meters ▲
1564,644,Make the longest cup snake,80,Chris Ramsey,9.66,4,meters ▲
1565,644,Make the longest cup snake,81,Judi Love,11.21,4,meters ▲
1566,644,Make the longest cup snake,82,Sophie Duker,8.77,4,meters ▲
1567,646,Predict how many cans you can fit in a bag,78,Ardal O'Hanlon,35.0,139,tin cans ▲
1568,646,Predict how many cans you can fit in a bag,79,Bridget Christie,,139,tin cans ▲
1569,646,Predict how many cans you can fit in a bag,80,Chris Ramsey,30.0,139,tin cans ▲
1570,646,Predict how many cans you can fit in a bag,81,Judi Love,,139,tin cans ▲
1571,646,Predict how many cans you can fit in a bag,82,Sophie Duker,,139,tin cans ▲
1572,648,Identify the liquids,78,Ardal O'Hanlon,3.0,140,identified liquids ▲
1573,648,Identify the liquids,79,Bridget Christie,2.0,140,identified liquids ▲
1574,648,Identify the liquids,80,Chris Ramsey,3.0,140,identified liquids ▲
1575,648,Identify the liquids,81,Judi Love,3.0,140,identified liquids ▲
1576,648,Identify the liquids,82,Sophie Duker,4.0,140,identified liquids ▲
1577,649,Get the most ducks in Alex's basket,78,Ardal O'Hanlon,48.0,141,basketed ducks ▲
1578,649,Get the most ducks in Alex's basket,79,Bridget Christie,,141,basketed ducks ▲
1579,649,Get the most ducks in Alex's basket,80,Chris Ramsey,65.0,141,basketed ducks ▲
1580,649,Get the most ducks in Alex's basket,81,Judi Love,,141,basketed ducks ▲
1581,649,Get the most ducks in Alex's basket,82,Sophie Duker,61.0,141,basketed ducks ▲
1582,656,Get the duck into the pond,83,Ed Gamble,,2,time ▼
1583,656,Get the duck into the pond,84,Kerry Godliman,1000.0,2,time ▼
1584,656,Get the duck into the pond,85,Liza Tarbuck,1390.0,2,time ▼
1585,656,Get the duck into the pond,86,Lou Sanders,945.0,2,time ▼
1586,656,Get the duck into the pond,87,Richard Herring,1460.0,2,time ▼
1587,657,"Suitcase full of bricks, or suitcase full of balloons?",83,Ed Gamble,0.0,64,deceptions ▲
1588,657,"Suitcase full of bricks, or suitcase full of balloons?",84,Kerry Godliman,0.0,64,deceptions ▲
1589,657,"Suitcase full of bricks, or suitcase full of balloons?",85,Liza Tarbuck,0.0,64,deceptions ▲
1590,657,"Suitcase full of bricks, or suitcase full of balloons?",86,Lou Sanders,0.0,64,deceptions ▲
1591,657,"Suitcase full of bricks, or suitcase full of balloons?",87,Richard Herring,1.0,64,deceptions ▲
1592,659,What ten films are you in?,88,Dara Ó Briain,3.0,142,named films ▲
1593,659,What ten films are you in?,89,Fern Brady,6.0,142,named films ▲
1594,659,What ten films are you in?,90,John Kearns,4.0,142,named films ▲
1595,659,What ten films are you in?,91,Munya Chawawa,8.0,142,named films ▲
1596,659,What ten films are you in?,92,Sarah Millican,7.0,142,named films ▲
1597,660,Land loo roll in the toilet,88,Dara Ó Briain,183.0,143,sheets ▲
1598,660,Land loo roll in the toilet,89,Fern Brady,140.0,143,sheets ▲
1599,660,Land loo roll in the toilet,90,John Kearns,,143,sheets ▲
1600,660,Land loo roll in the toilet,91,Munya Chawawa,61.0,143,sheets ▲
1601,660,Land loo roll in the toilet,92,Sarah Millican,80.0,143,sheets ▲
1602,662,Don't pop the balloon,88,Dara Ó Briain,1461.0,1,grams ▲
1603,662,Don't pop the balloon,89,Fern Brady,1310.0,1,grams ▲
1604,662,Don't pop the balloon,90,John Kearns,1461.0,1,grams ▲
1605,662,Don't pop the balloon,91,Munya Chawawa,,1,grams ▲
1606,662,Don't pop the balloon,92,Sarah Millican,1071.0,1,grams ▲
1607,664,"Print, laminate, and distribute the most signs",88,Dara Ó Briain,25.0,144,signs ▲
1608,664,"Print, laminate, and distribute the most signs",89,Fern Brady,16.0,144,signs ▲
1609,664,"Print, laminate, and distribute the most signs",90,John Kearns,7.0,144,signs ▲
1610,664,"Print, laminate, and distribute the most signs",91,Munya Chawawa,9.0,144,signs ▲
1611,664,"Print, laminate, and distribute the most signs",92,Sarah Millican,14.0,144,signs ▲
1612,665,Obey all your signs,88,Dara Ó Briain,100.0,145,% signs obeyed ▲
1613,665,Obey all your signs,89,Fern Brady,75.0,145,% signs obeyed ▲
1614,665,Obey all your signs,90,John Kearns,42.9,145,% signs obeyed ▲
1615,665,Obey all your signs,91,Munya Chawawa,100.0,145,% signs obeyed ▲
1616,665,Obey all your signs,92,Sarah Millican,92.9,145,% signs obeyed ▲
1617,666,Put five grapes in the little bowl,88,Dara Ó Briain,2903.0,1,grams ▲
1618,666,Put five grapes in the little bowl,89,Fern Brady,,1,grams ▲
1619,666,Put five grapes in the little bowl,90,John Kearns,2000.0,1,grams ▲
1620,666,Put five grapes in the little bowl,91,Munya Chawawa,2514.0,1,grams ▲
1621,666,Put five grapes in the little bowl,92,Sarah Millican,900.0,1,grams ▲
1622,667,Sort the ducks and the socks,88,Dara Ó Briain,63.0,70,ducks ▲
1623,667,Sort the ducks and the socks,88,Dara Ó Briain,28.0,146,socks ▲
1624,667,Sort the ducks and the socks,88,Dara Ó Briain,91.0,147,ducks and socks ▲
1625,667,Sort the ducks and the socks,89,Fern Brady,44.0,70,ducks ▲
1626,667,Sort the ducks and the socks,89,Fern Brady,13.0,146,socks ▲
1627,667,Sort the ducks and the socks,89,Fern Brady,57.0,147,ducks and socks ▲
1628,667,Sort the ducks and the socks,90,John Kearns,1.0,70,ducks ▲
1629,667,Sort the ducks and the socks,90,John Kearns,9.0,146,socks ▲
1630,667,Sort the ducks and the socks,90,John Kearns,10.0,147,ducks and socks ▲
1631,667,Sort the ducks and the socks,91,Munya Chawawa,29.0,70,ducks ▲
1632,667,Sort the ducks and the socks,91,Munya Chawawa,37.0,146,socks ▲
1633,667,Sort the ducks and the socks,91,Munya Chawawa,66.0,147,ducks and socks ▲
1634,667,Sort the ducks and the socks,92,Sarah Millican,?,70,ducks ▲
1635,667,Sort the ducks and the socks,92,Sarah Millican,?,146,socks ▲
1636,667,Sort the ducks and the socks,92,Sarah Millican,58.0,147,ducks and socks ▲
1637,668,Make the Taskmaster say your words,88,Dara Ó Briain,3.0,105,round wins ▲
1638,668,Make the Taskmaster say your words,89,Fern Brady,3.0,105,round wins ▲
1639,668,Make the Taskmaster say your words,90,John Kearns,3.0,105,round wins ▲
1640,668,Make the Taskmaster say your words,91,Munya Chawawa,2.0,105,round wins ▲
1641,668,Make the Taskmaster say your words,92,Sarah Millican,2.0,105,round wins ▲
1642,670,Put the most sand in the shopping trolley,88,Dara Ó Briain,20.9,27,kilograms ▲
1643,670,Put the most sand in the shopping trolley,89,Fern Brady,20.9,27,kilograms ▲
1644,670,Put the most sand in the shopping trolley,90,John Kearns,20.9,27,kilograms ▲
1645,670,Put the most sand in the shopping trolley,91,Munya Chawawa,21.0,27,kilograms ▲
1646,670,Put the most sand in the shopping trolley,92,Sarah Millican,21.0,27,kilograms ▲
1647,671,Identify the ice cream flavours,88,Dara Ó Briain,4.0,65,guessed flavors ▲
1648,671,Identify the ice cream flavours,89,Fern Brady,3.0,65,guessed flavors ▲
1649,671,Identify the ice cream flavours,90,John Kearns,3.0,65,guessed flavors ▲
1650,671,Identify the ice cream flavours,91,Munya Chawawa,1.0,65,guessed flavors ▲
1651,671,Identify the ice cream flavours,92,Sarah Millican,2.0,65,guessed flavors ▲
1652,675,Turn on the bubble machine,88,Dara Ó Briain,395.0,2,time ▼
1653,675,Turn on the bubble machine,89,Fern Brady,460.0,2,time ▼
1654,675,Turn on the bubble machine,90,John Kearns,645.0,2,time ▼
1655,675,Turn on the bubble machine,91,Munya Chawawa,701.0,2,time ▼
1656,675,Turn on the bubble machine,92,Sarah Millican,376.0,2,time ▼
1657,682,Luggage trolley bowling,88,Dara Ó Briain,28.5,4,meters ▲
1658,682,Luggage trolley bowling,89,Fern Brady,18.3,4,meters ▲
1659,682,Luggage trolley bowling,90,John Kearns,34.0,4,meters ▲
1660,682,Luggage trolley bowling,91,Munya Chawawa,30.6,4,meters ▲
1661,682,Luggage trolley bowling,92,Sarah Millican,25.4,4,meters ▲
1662,683,Communicate animals by saying letters and doing impressions,88,Dara Ó Briain,7.0,148,identified animals ▲
1663,683,Communicate animals by saying letters and doing impressions,89,Fern Brady,7.0,148,identified animals ▲
1664,683,Communicate animals by saying letters and doing impressions,90,John Kearns,7.0,148,identified animals ▲
1665,683,Communicate animals by saying letters and doing impressions,91,Munya Chawawa,7.0,148,identified animals ▲
1666,683,Communicate animals by saying letters and doing impressions,92,Sarah Millican,7.0,148,identified animals ▲
1667,685,Hold the milk bottles above the microwaves,88,Dara Ó Briain,1615.0,2,time ▼
1668,685,Hold the milk bottles above the microwaves,89,Fern Brady,1564.0,2,time ▼
1669,685,Hold the milk bottles above the microwaves,90,John Kearns,1410.0,2,time ▼
1670,685,Hold the milk bottles above the microwaves,91,Munya Chawawa,1504.0,2,time ▼
1671,685,Hold the milk bottles above the microwaves,92,Sarah Millican,1018.0,2,time ▼
1672,686,Reach the end of two lanes in the same amount of time,88,Dara Ó Briain,4.0,5,difference in seconds ▼
1673,686,Reach the end of two lanes in the same amount of time,89,Fern Brady,16.0,5,difference in seconds ▼
1674,686,Reach the end of two lanes in the same amount of time,90,John Kearns,0.5,5,difference in seconds ▼
1675,686,Reach the end of two lanes in the same amount of time,91,Munya Chawawa,3.0,5,difference in seconds ▼
1676,686,Reach the end of two lanes in the same amount of time,92,Sarah Millican,0.1,5,difference in seconds ▼
1677,687,Strike the bullseye with your paint,88,Dara Ó Briain,,2,time ▼
1678,687,Strike the bullseye with your paint,89,Fern Brady,,2,time ▼
1679,687,Strike the bullseye with your paint,90,John Kearns,,2,time ▼
1680,687,Strike the bullseye with your paint,91,Munya Chawawa,,2,time ▼
1681,687,Strike the bullseye with your paint,92,Sarah Millican,,2,time ▼
1682,690,Pop 99 red balloons,88,Dara Ó Briain,200.0,2,time ▼
1683,690,Pop 99 red balloons,89,Fern Brady,,2,time ▼
1684,690,Pop 99 red balloons,90,John Kearns,149.0,2,time ▼
1685,690,Pop 99 red balloons,91,Munya Chawawa,,2,time ▼
1686,690,Pop 99 red balloons,92,Sarah Millican,,2,time ▼
1687,691,Get this feather into the bath,88,Dara Ó Briain,465.0,2,time ▼
1688,691,Get this feather into the bath,89,Fern Brady,465.0,2,time ▼
1689,691,Get this feather into the bath,90,John Kearns,465.0,2,time ▼
1690,691,Get this feather into the bath,91,Munya Chawawa,1465.0,2,time ▼
1691,691,Get this feather into the bath,92,Sarah Millican,1465.0,2,time ▼
1692,692,Hit Bernard with an exercise ball,88,Dara Ó Briain,8.0,149,involved balls ▲
1693,692,Hit Bernard with an exercise ball,89,Fern Brady,4.0,149,involved balls ▲
1694,692,Hit Bernard with an exercise ball,90,John Kearns,12.0,149,involved balls ▲
1695,692,Hit Bernard with an exercise ball,91,Munya Chawawa,,149,involved balls ▲
1696,692,Hit Bernard with an exercise ball,92,Sarah Millican,5.0,149,involved balls ▲
1697,695,Communicate an instruction in a secret language,88,Dara Ó Briain,,2,time ▼
1698,695,Communicate an instruction in a secret language,89,Fern Brady,,2,time ▼
1699,695,Communicate an instruction in a secret language,90,John Kearns,,2,time ▼
1700,695,Communicate an instruction in a secret language,91,Munya Chawawa,?,2,time ▼
1701,695,Communicate an instruction in a secret language,92,Sarah Millican,?,2,time ▼
1702,696,Pin an alluring tail on the alluring animal,88,Dara Ó Briain,180.0,2,time ▼
1703,696,Pin an alluring tail on the alluring animal,89,Fern Brady,833.0,2,time ▼
1704,696,Pin an alluring tail on the alluring animal,90,John Kearns,492.0,2,time ▼
1705,696,Pin an alluring tail on the alluring animal,91,Munya Chawawa,126.0,2,time ▼
1706,696,Pin an alluring tail on the alluring animal,92,Sarah Millican,580.0,2,time ▼
1707,697,Find the back of your hand,88,Dara Ó Briain,,150,wrong guesses ▼
1708,697,Find the back of your hand,89,Fern Brady,504.0,150,wrong guesses ▼
1709,697,Find the back of your hand,90,John Kearns,,150,wrong guesses ▼
1710,697,Find the back of your hand,91,Munya Chawawa,0.0,150,wrong guesses ▼
1711,697,Find the back of your hand,92,Sarah Millican,0.0,150,wrong guesses ▼
1712,698,Guess the length of the extendible item,88,Dara Ó Briain,2.0,105,round wins ▲
1713,698,Guess the length of the extendible item,89,Fern Brady,2.0,105,round wins ▲
